V1,V2,V3,sci,common,kingdom,phylum,class,family,genus,header,order
Cluster 534,ENSCGOP00000052319_C,794,Cottoperca gobio,NA,Metazoa,Chordata,Actinopteri,Bovichtidae,Cottoperca,Cottoperca gobio,Perciformes
Cluster 535,ENSARWP00000016566_A,794,Apteryx rowi,Okarito Brown Kiwi,Metazoa,Chordata,Aves,Apterygidae,Apteryx,Okarito Brown Kiwi,Apterygiformes
Cluster 536,ENSAOWP00000027232_A,794,NA,NA,NA,NA,NA,NA,NA,ENSAOWP00000027232_A,NA
Cluster 537,ENSAHAP00000002908_A,794,NA,NA,NA,NA,NA,NA,NA,ENSAHAP00000002908_A,NA
Cluster 538,ENSCPOP00000013557_C,794,Cavia porcellus,Domesticated Guinea Pig,Metazoa,Chordata,Mammalia,Caviidae,Cavia,Domesticated Guinea Pig,Rodentia
Cluster 539,XP_032746145,793,Rattus rattus,rat noir,Metazoa,Chordata,Mammalia,Muridae,Rattus,rat noir,Rodentia
Cluster 539,XP_032746145,793,Rattus rattus,rat noir,Metazoa,Chordata,Mammalia,Muridae,Rattus,rat noir,Rodentia
Cluster 540,ENSGWIP00000004444_G,793,Gouania willdenowi,NA,Metazoa,Chordata,Actinopteri,Gobiesocidae,Gouania,Gouania willdenowi,Blenniiformes
Cluster 541,ENSMICP00000002910_M,793,Microcebus murinus,Gray Mouse Lemur,Metazoa,Chordata,Mammalia,Cheirogaleidae,Microcebus,Gray Mouse Lemur,Primates
Cluster 542,XP_020935034,792,Sus scrofa,wild boar,Metazoa,Chordata,Mammalia,Suidae,Sus,wild boar,Artiodactyla
Cluster 543,ENSCPRP00005008023_C,792,Crocodylus porosus,saltwater crocodile,Metazoa,Chordata,NA,Crocodylidae,Crocodylus,saltwater crocodile,Crocodylia
Cluster 544,XP_009867056,791,Apaloderma vittatum,Bar-tailed Trogon,Metazoa,Chordata,Aves,Trogonidae,Apaloderma,Bar-tailed Trogon,Trogoniformes
Cluster 544,XP_009867056,791,Apaloderma vittatum,Bar-tailed Trogon,Metazoa,Chordata,Aves,Trogonidae,Apaloderma,Bar-tailed Trogon,Trogoniformes
Cluster 544,XP_009867056,791,Apaloderma vittatum,Bar-tailed Trogon,Metazoa,Chordata,Aves,Trogonidae,Apaloderma,Bar-tailed Trogon,Trogoniformes
Cluster 545,KAF3686611,791,Channa argus,snakehead,Metazoa,Chordata,Actinopteri,Channidae,Channa,snakehead,Anabantiformes
Cluster 546,ENSATEP00000023481_A,791,Anabas testudineus,climbing perch,Metazoa,Chordata,Actinopteri,Anabantidae,Anabas,climbing perch,Anabantiformes
Cluster 547,KAB1253106,790,Camelus dromedarius,One-humped Camel,Metazoa,Chordata,Mammalia,Camelidae,Camelus,One-humped Camel,Artiodactyla
Cluster 548,XP_008694637,790,Ursus maritimus,Polar Bear,Metazoa,Chordata,Mammalia,Ursidae,Ursus,Polar Bear,Carnivora
Cluster 548,XP_008694637,790,Ursus maritimus,Polar Bear,Metazoa,Chordata,Mammalia,Ursidae,Ursus,Polar Bear,Carnivora
Cluster 548,XP_008694637,790,Ursus maritimus,Polar Bear,Metazoa,Chordata,Mammalia,Ursidae,Ursus,Polar Bear,Carnivora
Cluster 549,ENSACDP00005003620_A,790,NA,NA,NA,NA,NA,NA,NA,ENSACDP00005003620_A,NA
Cluster 550,ENSSARP00000002205_S,790,NA,NA,NA,NA,NA,NA,NA,ENSSARP00000002205_S,NA
Cluster 551,ENSETEP00000001535_E,790,NA,NA,NA,NA,NA,NA,NA,ENSETEP00000001535_E,NA
Cluster 552,ENSPVAP00000009627_P,790,NA,NA,NA,NA,NA,NA,NA,ENSPVAP00000009627_P,NA
Cluster 553,ACT66270,789,Cavia porcellus,Domesticated Guinea Pig,Metazoa,Chordata,Mammalia,Caviidae,Cavia,Domesticated Guinea Pig,Rodentia
Cluster 554,XP_023998967,789,Salvelinus alpinus,Arctic char,Metazoa,Chordata,Actinopteri,Salmonidae,Salvelinus,Arctic char,Salmoniformes
Cluster 554,XP_023998967,789,Salvelinus alpinus,Arctic char,Metazoa,Chordata,Actinopteri,Salmonidae,Salvelinus,Arctic char,Salmoniformes
Cluster 554,XP_023998967,789,Salvelinus alpinus,Arctic char,Metazoa,Chordata,Actinopteri,Salmonidae,Salvelinus,Arctic char,Salmoniformes
Cluster 555,TKS69643,789,Collichthys lucidus,NA,Metazoa,Chordata,Actinopteri,Sciaenidae,Collichthys,Collichthys lucidus,NA
Cluster 556,ENSSCAP00000018750_S,789,Serinus canaria,Common Canary,Metazoa,Chordata,Aves,Fringillidae,Serinus,Common Canary,Passeriformes
Cluster 557,ACT66265,787,Sus scrofa domesticus,domestic pig,Metazoa,Chordata,Mammalia,Suidae,Sus,domestic pig,Artiodactyla
Cluster 558,ACT66269,787,Mus musculus,souris commune,Metazoa,Chordata,Mammalia,Muridae,Mus,souris commune,Rodentia
Cluster 559,KAB0353863,787,Muntiacus reevesi,Reeves's muntjac,Metazoa,Chordata,Mammalia,Cervidae,Muntiacus,Reeves's muntjac,Artiodactyla
Cluster 560,ENSLBEP00000033675_L,787,NA,NA,NA,NA,NA,NA,NA,ENSLBEP00000033675_L,NA
Cluster 561,ENSOPRP00000008034_O,787,NA,NA,NA,NA,NA,NA,NA,ENSOPRP00000008034_O,NA
Cluster 562,ENSMEUP00000006093_N,787,NA,NA,NA,NA,NA,NA,NA,ENSMEUP00000006093_N,NA
Cluster 563,ENSORLP00020018998_O,786,NA,NA,NA,NA,NA,NA,NA,ENSORLP00020018998_O,NA
Cluster 564,NP_001007298,785,Danio rerio,zebra danio,Metazoa,Chordata,Actinopteri,Danionidae,Danio,zebra danio,Cypriniformes
Cluster 564,NP_001007298,785,Danio rerio,zebra danio,Metazoa,Chordata,Actinopteri,Danionidae,Danio,zebra danio,Cypriniformes
Cluster 565,ACT66278,785,Mesocricetus auratus,Golden Hamster,Metazoa,Chordata,Mammalia,Cricetidae,Mesocricetus,Golden Hamster,Rodentia
Cluster 566,ENSSMRP00000029381_S,785,NA,NA,NA,NA,NA,NA,NA,ENSSMRP00000029381_S,NA
Cluster 567,QJF77817,784,Pipistrellus javanicus,Javan pipistrelle,Metazoa,Chordata,Mammalia,Vespertilionidae,Pipistrellus,Javan pipistrelle,Chiroptera
Cluster 568,ENSACIP00000006327_A,784,NA,NA,NA,NA,NA,NA,NA,ENSACIP00000006327_A,NA
Cluster 569,ACT66271,783,Oryctolagus cuniculus,European Rabbit,Metazoa,Chordata,Mammalia,Leporidae,Oryctolagus,European Rabbit,Lagomorpha
Cluster 570,XP_014713133,783,Equus asinus,burro,Metazoa,Chordata,Mammalia,Equidae,Equus,burro,Perissodactyla
Cluster 570,XP_014713133,783,Equus asinus,burro,Metazoa,Chordata,Mammalia,Equidae,Equus,burro,Perissodactyla
Cluster 570,XP_014713133,783,Equus asinus,burro,Metazoa,Chordata,Mammalia,Equidae,Equus,burro,Perissodactyla
Cluster 571,ACT66276,782,Felis catus,Domestic Cat,Metazoa,Chordata,Mammalia,Felidae,Felis,Domestic Cat,Carnivora
Cluster 572,ENSEEEP00000010240_E,782,Electrophorus electricus,electric eel,Metazoa,Chordata,Actinopteri,Gymnotidae,Electrophorus,electric eel,Gymnotiformes
Cluster 573,ENSSFAP00005011731_S,782,Salarias fasciatus,lineated blenny,Metazoa,Chordata,Actinopteri,Blenniidae,Salarias,lineated blenny,Blenniiformes
Cluster 574,ENSMUNP00000003900_M,782,Melopsittacus undulatus,Budgerigar,Metazoa,Chordata,Aves,Psittaculidae,Melopsittacus,Budgerigar,Psittaciformes
Cluster 575,RVE74318,781,Oryzias javanicus,java medaka,Metazoa,Chordata,Actinopteri,Adrianichthyidae,Oryzias,java medaka,Beloniformes
Cluster 576,ENSMMDP00005008687_M,781,Myripristis murdjan,blacktipped soldierfish,Metazoa,Chordata,Actinopteri,Holocentridae,Myripristis,blacktipped soldierfish,Holocentriformes
Cluster 577,ENSCPIP00010006017_C,780,NA,NA,NA,NA,NA,NA,NA,ENSCPIP00010006017_C,NA
Cluster 578,ENSNPEP00000015571_N,780,Nothoprocta perdicaria,Chilean Tinamou,Metazoa,Chordata,Aves,Tinamidae,Nothoprocta,Chilean Tinamou,Tinamiformes
Cluster 579,ENSCCRP00015072463_C,779,NA,NA,NA,NA,NA,NA,NA,ENSCCRP00015072463_C,NA
Cluster 580,ENSMMOP00000024461_M,779,NA,NA,NA,NA,NA,NA,NA,ENSMMOP00000024461_M,NA
Cluster 581,XP_016422243,777,Sinocyclocheilus rhinocerous,NA,Metazoa,Chordata,Actinopteri,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus rhinocerous,Cypriniformes
Cluster 581,XP_016422243,777,Sinocyclocheilus rhinocerous,NA,Metazoa,Chordata,Actinopteri,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus rhinocerous,Cypriniformes
Cluster 582,XP_013805736,777,Apteryx mantelli mantelli,NA,Metazoa,Chordata,Aves,Apterygidae,Apteryx,Apteryx mantelli mantelli,Apterygiformes
Cluster 583,ENSECRP00000002547_E,776,Erpetoichthys calabaricus,snakefish,Metazoa,Chordata,Cladistia,Polypteridae,Erpetoichthys,snakefish,Polypteriformes
Cluster 584,TNM90895,775,Takifugu bimaculatus,NA,Metazoa,Chordata,Actinopteri,Tetraodontidae,Takifugu,Takifugu bimaculatus,Tetraodontiformes
Cluster 585,XP_018418558,773,Nanorana parkeri,NA,Metazoa,Chordata,Amphibia,Dicroglossidae,Nanorana,Nanorana parkeri,Anura
Cluster 585,XP_018418558,773,Nanorana parkeri,NA,Metazoa,Chordata,Amphibia,Dicroglossidae,Nanorana,Nanorana parkeri,Anura
Cluster 585,XP_018418558,773,Nanorana parkeri,NA,Metazoa,Chordata,Amphibia,Dicroglossidae,Nanorana,Nanorana parkeri,Anura
Cluster 586,XP_032888812,773,Amblyraja radiata,raie épineuse,Metazoa,Chordata,Chondrichthyes,Rajidae,Amblyraja,raie épineuse,Rajiformes
Cluster 586,XP_032888812,773,Amblyraja radiata,raie épineuse,Metazoa,Chordata,Chondrichthyes,Rajidae,Amblyraja,raie épineuse,Rajiformes
Cluster 587,ENSCCRP00020099350_C,773,NA,NA,NA,NA,NA,NA,NA,ENSCCRP00020099350_C,NA
Cluster 588,ENSMSIP00000010562_M,773,NA,NA,NA,NA,NA,NA,NA,ENSMSIP00000010562_M,NA
Cluster 589,RLW07695,772,Erythrura gouldiae,NA,Metazoa,Chordata,Aves,Estrildidae,Erythrura,Erythrura gouldiae,Passeriformes
Cluster 590,RXM99888,771,Acipenser ruthenus,sterlet,Metazoa,Chordata,Actinopteri,Acipenseridae,Acipenser,sterlet,Acipenseriformes
Cluster 591,KAF1401258,770,Spheniscus magellanicus,Magellanic Penguin,Metazoa,Chordata,Aves,Spheniscidae,Spheniscus,Magellanic Penguin,Sphenisciformes
Cluster 592,KAF1452145,770,Spheniscus demersus,Jackass Penguin,Metazoa,Chordata,Aves,Spheniscidae,Spheniscus,Jackass Penguin,Sphenisciformes
Cluster 593,KAF1676228,770,Pygoscelis papua,Gentoo Penguin,Metazoa,Chordata,Aves,Spheniscidae,Pygoscelis,Gentoo Penguin,Sphenisciformes
Cluster 594,KAF1516848,770,Eudyptula albosignata,NA,Metazoa,Chordata,Aves,Spheniscidae,Eudyptula,Eudyptula albosignata,Sphenisciformes
Cluster 595,KAF1544712,770,Eudyptula minor,Fairy Penguin,Metazoa,Chordata,Aves,Spheniscidae,Eudyptula,Fairy Penguin,Sphenisciformes
Cluster 596,KAF1478330,770,Pygoscelis antarcticus,Chinstrap Penguin,Metazoa,Chordata,Aves,Spheniscidae,Pygoscelis,Chinstrap Penguin,Sphenisciformes
Cluster 597,KAF1644867,770,Aptenodytes patagonicus,King Penguin,Metazoa,Chordata,Aves,Spheniscidae,Aptenodytes,King Penguin,Sphenisciformes
Cluster 598,KAF1479752,770,Eudyptula novaehollandiae,NA,Metazoa,Chordata,Aves,Spheniscidae,Eudyptula,Eudyptula novaehollandiae,Sphenisciformes
Cluster 599,KAF1650452,770,Eudyptes chrysocome,Rockhopper Penguin,Metazoa,Chordata,Aves,Spheniscidae,Eudyptes,Rockhopper Penguin,Sphenisciformes
Cluster 600,KAF1629602,770,Eudyptes filholi,NA,Metazoa,Chordata,Aves,Spheniscidae,Eudyptes,Eudyptes filholi,Sphenisciformes
Cluster 601,KAF1608779,770,Eudyptes chrysolophus,Macaroni Penguin,Metazoa,Chordata,Aves,Spheniscidae,Eudyptes,Macaroni Penguin,Sphenisciformes
Cluster 602,KAF1593913,770,Eudyptes robustus,Snares Penguin,Metazoa,Chordata,Aves,Spheniscidae,Eudyptes,Snares Penguin,Sphenisciformes
Cluster 603,KAF1575046,770,Eudyptes pachyrhynchus,Fiordland Penguin,Metazoa,Chordata,Aves,Spheniscidae,Eudyptes,Fiordland Penguin,Sphenisciformes
Cluster 604,KAF1567194,770,Eudyptes schlegeli,Royal Penguin,Metazoa,Chordata,Aves,Spheniscidae,Eudyptes,Royal Penguin,Sphenisciformes
Cluster 605,KAF1522443,770,Eudyptes sclateri,Erect-crested Penguin,Metazoa,Chordata,Aves,Spheniscidae,Eudyptes,Erect-crested Penguin,Sphenisciformes
Cluster 606,KAF1485285,770,Megadyptes antipodes antipodes,NA,Metazoa,Chordata,Aves,Spheniscidae,Megadyptes,Megadyptes antipodes antipodes,Sphenisciformes
Cluster 607,PKU45654,770,Limosa lapponica baueri,NA,Metazoa,Chordata,Aves,Scolopacidae,Limosa,Limosa lapponica baueri,Charadriiformes
Cluster 608,ENSAPEP00000034669_A,770,NA,NA,NA,NA,NA,NA,NA,ENSAPEP00000034669_A,NA
Cluster 609,ENSNBRP00000027355_N,769,Neolamprologus brichardi,fairy cichlid,Metazoa,Chordata,Actinopteri,Cichlidae,Neolamprologus,fairy cichlid,Cichliformes
Cluster 610,ENSRBIP00000023980_R,769,Rhinopithecus bieti,Yunnan Snub-nosed Monkey,Metazoa,Chordata,Mammalia,Cercopithecidae,Rhinopithecus,Yunnan Snub-nosed Monkey,Primates
Cluster 611,OXB65505,767,Callipepla squamata,Scaled Quail,Metazoa,Chordata,Aves,Odontophoridae,Callipepla,Scaled Quail,Galliformes
Cluster 612,TRY62286,766,Danionella translucida,NA,Metazoa,Chordata,Actinopteri,Danionidae,Danionella,Danionella translucida,Cypriniformes
Cluster 613,ENSRNOP00000047913_R,766,Rattus norvegicus,rat surmulot,Metazoa,Chordata,Mammalia,Muridae,Rattus,rat surmulot,Rodentia
Cluster 614,XP_021536486,764,Neomonachus schauinslandi,Hawaiian monk seal,Metazoa,Chordata,Mammalia,Phocidae,Neomonachus,Hawaiian monk seal,Carnivora
Cluster 615,ENSGMOP00000008812_G,764,NA,NA,NA,NA,NA,NA,NA,ENSGMOP00000008812_G,NA
Cluster 616,ENSSGRP00000111021_S,762,Sinocyclocheilus grahami,NA,Metazoa,Chordata,Actinopteri,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus grahami,Cypriniformes
Cluster 617,ENSAMXP00005008647_A,759,NA,NA,NA,NA,NA,NA,NA,ENSAMXP00005008647_A,NA
Cluster 618,XP_017583883,758,Corvus brachyrhynchos,Cuervo americano,Metazoa,Chordata,Aves,Corvidae,Corvus,Cuervo americano,Passeriformes
Cluster 618,XP_017583883,758,Corvus brachyrhynchos,Cuervo americano,Metazoa,Chordata,Aves,Corvidae,Corvus,Cuervo americano,Passeriformes
Cluster 618,XP_017583883,758,Corvus brachyrhynchos,Cuervo americano,Metazoa,Chordata,Aves,Corvidae,Corvus,Cuervo americano,Passeriformes
Cluster 619,ENSSHBP00005022750_S,758,Strigops habroptila,Kakapo,Metazoa,Chordata,Aves,Psittacidae,Strigops,Kakapo,Psittaciformes
Cluster 620,OXB80355,756,Colinus virginianus,Codorniz cotuí,Metazoa,Chordata,Aves,Odontophoridae,Colinus,Codorniz cotuí,Galliformes
Cluster 621,KPP70804,754,Scleropages formosus,Asian bonytongue,Metazoa,Chordata,Actinopteri,Osteoglossidae,Scleropages,Asian bonytongue,Osteoglossiformes
Cluster 622,XP_014399783,754,Myotis brandtii,Brandt's Myotis,Metazoa,Chordata,Mammalia,Vespertilionidae,Myotis,Brandt's Myotis,Chiroptera
Cluster 623,CAB1327497,753,Coregonus sp. 'balchen',NA,Metazoa,Chordata,Actinopteri,Salmonidae,Coregonus,Coregonus sp. 'balchen',Salmoniformes
Cluster 624,VTJ58197,752,Marmota monax,marmotte commune,Metazoa,Chordata,Mammalia,Sciuridae,Marmota,marmotte commune,Rodentia
Cluster 625,ENSSORP00005031450_S,750,Sphaeramia orbicularis,NA,Metazoa,Chordata,Actinopteri,Apogonidae,Sphaeramia,Sphaeramia orbicularis,Kurtiformes
Cluster 626,ENSHHUP00000061568_H,750,NA,NA,NA,NA,NA,NA,NA,ENSHHUP00000061568_H,NA
Cluster 627,XP_010579828,745,Haliaeetus leucocephalus,Águila cabeza blanca,Metazoa,Chordata,Aves,Accipitridae,Haliaeetus,Águila cabeza blanca,Accipitriformes
Cluster 627,XP_010579828,745,Haliaeetus leucocephalus,Águila cabeza blanca,Metazoa,Chordata,Aves,Accipitridae,Haliaeetus,Águila cabeza blanca,Accipitriformes
Cluster 627,XP_010579828,745,Haliaeetus leucocephalus,Águila cabeza blanca,Metazoa,Chordata,Aves,Accipitridae,Haliaeetus,Águila cabeza blanca,Accipitriformes
Cluster 628,XP_013912095,743,Thamnophis sirtalis,Common Garter Snake,Metazoa,Chordata,Lepidosauria,Colubridae,Thamnophis,Common Garter Snake,Squamata
Cluster 629,ENSVPAP00000009479_V,743,NA,NA,NA,NA,NA,NA,NA,ENSVPAP00000009479_V,NA
Cluster 630,MT560519,743,Nanger dama,Dama Gazelle,Metazoa,Chordata,Mammalia,Bovidae,Nanger,Dama Gazelle,Artiodactyla
Cluster 631,XP_014062928,686,Salmo salar,Atlantic salmon,Metazoa,Chordata,Actinopteri,Salmonidae,Salmo,Atlantic salmon,Salmoniformes
Cluster 631,ENSSSAP00000082815_S,742,Salmo salar,Atlantic salmon,Metazoa,Chordata,Actinopteri,Salmonidae,Salmo,Atlantic salmon,Salmoniformes
Cluster 632,ENSCHOP00000005282_C,742,NA,NA,NA,NA,NA,NA,NA,ENSCHOP00000005282_C,NA
Cluster 633,ENSPCAP00000012014_P,742,NA,NA,NA,NA,NA,NA,NA,ENSPCAP00000012014_P,NA
Cluster 634,XP_012887573,740,Dipodomys ordii,Rata-canguro común,Metazoa,Chordata,Mammalia,Heteromyidae,Dipodomys,Rata-canguro común,Rodentia
Cluster 635,KAB0390968,737,Balaenoptera physalus,Fin Whale,Metazoa,Chordata,Mammalia,Balaenopteridae,Balaenoptera,Fin Whale,Artiodactyla
Cluster 636,ELK12924,732,Pteropus alecto,black flying fox,Metazoa,Chordata,Mammalia,Pteropodidae,Pteropus,black flying fox,Chiroptera
Cluster 637,XP_004415448,732,Odobenus rosmarus divergens,Pacific walrus,Metazoa,Chordata,Mammalia,Odobenidae,Odobenus,Pacific walrus,Carnivora
Cluster 637,XP_004415448,732,Odobenus rosmarus divergens,Pacific walrus,Metazoa,Chordata,Mammalia,Odobenidae,Odobenus,Pacific walrus,Carnivora
Cluster 638,KAF3812876,728,Mirounga leonina,Southern Elephant Seal,Metazoa,Chordata,Mammalia,Phocidae,Mirounga,Southern Elephant Seal,Carnivora
Cluster 639,ENSEBUP00000008798_E,727,NA,NA,NA,NA,NA,NA,NA,ENSEBUP00000008798_E,NA
Cluster 640,ETE61880,726,Ophiophagus hannah,King Cobra,Metazoa,Chordata,Lepidosauria,Elapidae,Ophiophagus,King Cobra,Squamata
Cluster 641,ENSSGRP00000034807_S,725,Sinocyclocheilus grahami,NA,Metazoa,Chordata,Actinopteri,Cyprinidae,Sinocyclocheilus,Sinocyclocheilus grahami,Cypriniformes
Cluster 642,KTF80794,724,Cyprinus carpio,common carp,Metazoa,Chordata,Actinopteri,Cyprinidae,Cyprinus,common carp,Cypriniformes
Cluster 643,XP_017744069,724,Rhinopithecus bieti,Yunnan Snub-nosed Monkey,Metazoa,Chordata,Mammalia,Cercopithecidae,Rhinopithecus,Yunnan Snub-nosed Monkey,Primates
Cluster 644,XP_019935235,721,Paralichthys olivaceus,bastard halibut,Metazoa,Chordata,Actinopteri,Paralichthyidae,Paralichthys,bastard halibut,Pleuronectiformes
Cluster 644,XP_019935235,721,Paralichthys olivaceus,bastard halibut,Metazoa,Chordata,Actinopteri,Paralichthyidae,Paralichthys,bastard halibut,Pleuronectiformes
Cluster 645,QJF77812,719,Thyroptera tricolor,Spix's disk-winged bat,Metazoa,Chordata,Mammalia,Thyropteridae,Thyroptera,Spix's disk-winged bat,Chiroptera
Cluster 646,RXM32683,707,Acipenser ruthenus,sterlet,Metazoa,Chordata,Actinopteri,Acipenseridae,Acipenser,sterlet,Acipenseriformes
Cluster 647,XP_009978415,703,Tauraco erythrolophus,Red-crested Turaco,Metazoa,Chordata,Aves,Musophagidae,Tauraco,Red-crested Turaco,Musophagiformes
Cluster 647,XP_009978415,703,Tauraco erythrolophus,Red-crested Turaco,Metazoa,Chordata,Aves,Musophagidae,Tauraco,Red-crested Turaco,Musophagiformes
Cluster 647,XP_009978415,703,Tauraco erythrolophus,Red-crested Turaco,Metazoa,Chordata,Aves,Musophagidae,Tauraco,Red-crested Turaco,Musophagiformes
Cluster 648,ENSPKIP00000033366_P,695,Paramormyrops kingsleyae,NA,Metazoa,Chordata,Actinopteri,Mormyridae,Paramormyrops,Paramormyrops kingsleyae,Osteoglossiformes
Cluster 649,ENSCAFP00030035858_C,695,NA,NA,NA,NA,NA,NA,NA,ENSCAFP00030035858_C,NA
Cluster 650,ENSPSTP00000018227_P,694,NA,NA,NA,NA,NA,NA,NA,ENSPSTP00000018227_P,NA
Cluster 651,ENSTBEP00000000243_T,690,NA,NA,NA,NA,NA,NA,NA,ENSTBEP00000000243_T,NA
Cluster 652,RLQ60272,683,Cricetulus griseus,NA,Metazoa,Chordata,Mammalia,Cricetidae,Cricetulus,Cricetulus griseus,Rodentia
Cluster 653,ENSHCOP00000016641_H,681,NA,NA,NA,NA,NA,NA,NA,ENSHCOP00000016641_H,NA
Cluster 654,OBS71437,679,Neotoma lepida,Rata-cambalachera desértica,Metazoa,Chordata,Mammalia,Cricetidae,Neotoma,Rata-cambalachera desértica,Rodentia
Cluster 655,XP_020768965,679,Odocoileus virginianus texanus,NA,Metazoa,Chordata,Mammalia,Cervidae,Odocoileus,Odocoileus virginianus texanus,Artiodactyla
Cluster 655,XP_020768965,679,Odocoileus virginianus texanus,NA,Metazoa,Chordata,Mammalia,Cervidae,Odocoileus,Odocoileus virginianus texanus,Artiodactyla
Cluster 656,ENSSDUP00000003028_S,677,Seriola dumerili,greater amberjack,Metazoa,Chordata,Actinopteri,Carangidae,Seriola,greater amberjack,Carangiformes
Cluster 657,ENSPMGP00000017256_P,666,NA,NA,NA,NA,NA,NA,NA,ENSPMGP00000017256_P,NA
Cluster 658,ENSCANP00000027116_C,666,Colobus angolensis palliatus,Peters' Angolan Colobus,Metazoa,Chordata,Mammalia,Cercopithecidae,Colobus,Peters' Angolan Colobus,Primates
Cluster 659,XP_010206054,656,Colius striatus,Speckled Mousebird,Metazoa,Chordata,Aves,Coliidae,Colius,Speckled Mousebird,Coliiformes
Cluster 660,ENSAPLP00000014389_A,653,Anas platyrhynchos,Pato de collar,Metazoa,Chordata,Aves,Anatidae,Anas,Pato de collar,Anseriformes
Cluster 661,ENSSORP00005031460_S,645,NA,NA,NA,NA,NA,NA,NA,ENSSORP00005031460_S,NA
Cluster 662,EGW01658,644,Cricetulus griseus,NA,Metazoa,Chordata,Mammalia,Cricetidae,Cricetulus,Cricetulus griseus,Rodentia
Cluster 663,XP_009574896,632,Fulmarus glacialis,Fulmar norteño,Metazoa,Chordata,Aves,Procellariidae,Fulmarus,Fulmar norteño,Procellariiformes
Cluster 663,XP_009574896,632,Fulmarus glacialis,Fulmar norteño,Metazoa,Chordata,Aves,Procellariidae,Fulmarus,Fulmar norteño,Procellariiformes
Cluster 664,XP_010084373,631,Pterocles gutturalis,Yellow-throated Sandgrouse,Metazoa,Chordata,Aves,Pteroclidae,Pterocles,Yellow-throated Sandgrouse,Ciconiiformes
Cluster 664,XP_010084373,631,Pterocles gutturalis,Yellow-throated Sandgrouse,Metazoa,Chordata,Aves,Pteroclidae,Pterocles,Yellow-throated Sandgrouse,Ciconiiformes
Cluster 665,XP_009925641,629,Haliaeetus albicilla,White-tailed Eagle,Metazoa,Chordata,Aves,Accipitridae,Haliaeetus,White-tailed Eagle,Accipitriformes
Cluster 665,XP_009925641,629,Haliaeetus albicilla,White-tailed Eagle,Metazoa,Chordata,Aves,Accipitridae,Haliaeetus,White-tailed Eagle,Accipitriformes
Cluster 666,XP_010012481,618,Nestor notabilis,Kea,Metazoa,Chordata,Aves,Psittacidae,Nestor,Kea,Psittaciformes
Cluster 667,XP_009082150,609,Acanthisitta chloris,Rifleman,Metazoa,Chordata,Aves,Acanthisittidae,Acanthisitta,Rifleman,Passeriformes
Cluster 668,ENSMUGP00000023567_M,581,NA,NA,NA,NA,NA,NA,NA,ENSMUGP00000023567_M,NA
Cluster 669,ENSSHAP00000016912_S,564,NA,NA,NA,NA,NA,NA,NA,ENSSHAP00000016912_S,NA
Cluster 670,ENSMUGP00000022713_M,533,NA,NA,NA,NA,NA,NA,NA,ENSMUGP00000022713_M,NA
Cluster 671,ENSSSAP00000032791_S,477,NA,NA,NA,NA,NA,NA,NA,ENSSSAP00000032791_S,NA
Cluster 672,XP_013926936,461,Thamnophis sirtalis,Common Garter Snake,Metazoa,Chordata,Lepidosauria,Colubridae,Thamnophis,Common Garter Snake,Squamata
